mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__activation,param_mlp__alpha,param_mlp__hidden_layer_sizes,param_mlp__learning_rate,param_mlp__learning_rate_init,param_scaler__with_mean,param_scaler__with_std,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
62.31891555786133,11.188585907315698,0.04684600830078125,0.007055765906561232,relu,0.001,"(50,)",constant,0.001,False,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': False, 'scaler__with_std': True}",0.5819614822347932,0.6130282809024468,0.6661369270866442,0.5864589955499047,0.6248569612205975,0.6144885293988773,0.030400188331100746,261
18.48300461769104,6.0766318540343764,0.03421196937561035,0.005761634210546223,relu,0.001,"(50,)",constant,0.001,False,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': False, 'scaler__with_std': False}",0.5978516493993516,0.5701302828090244,0.6589536583815396,0.5844882390336936,0.5902097902097903,0.6003267239666799,0.030686408865162353,336
12.151692962646484,1.8215232184926764,0.021271228790283203,0.0013477984009979643,relu,0.001,"(50,)",constant,0.01,True,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': True, 'scaler__with_std': True}",0.572427381936058,0.609596441054973,0.6848261394698366,0.6029243483788939,0.6265734265734266,0.6192695474826376,0.0371643280513561,116
14.68077220916748,2.5714335408101987,0.021874761581420897,0.0021711735827529017,relu,0.001,"(50,)",constant,0.01,True,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': True, 'scaler__with_std': False}",0.5925761139007182,0.601970130282809,0.675354395779035,0.5986649713922442,0.6084551811824539,0.615404158507452,0.030410893952555588,240
21.506908464431763,6.390275911433984,0.03177633285522461,0.007831914576278695,relu,0.001,"(50,)",constant,0.01,False,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': False, 'scaler__with_std': True}",0.5941015699485158,0.5932634254845885,0.6641027270993579,0.5877940241576605,0.6184361093452002,0.6115395712070646,0.02832807791109761,299
24.39321584701538,7.444219595523388,0.03162074089050293,0.009309339189802233,relu,0.001,"(50,)",constant,0.01,False,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': False, 'scaler__with_std': False}",0.5821521642407678,0.5973307912297426,0.6752272582798297,0.5972027972027972,0.6239669421487604,0.6151759906203795,0.03291047100224916,243
40.4843288898468,10.72517563499067,0.03759965896606445,0.005613201111104885,relu,0.001,"(100,)",constant,0.001,True,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': True, 'scaler__with_std': True}",0.5867285323841607,0.607626310772164,0.6875595957027525,0.5823903369357915,0.6284170375079466,0.6185443626605631,0.038207686634581635,144
58.58821082115173,6.225022827120685,0.039003419876098636,0.00581228378009318,relu,0.001,"(100,)",constant,0.001,True,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': True, 'scaler__with_std': False}",0.598487256085934,0.6137909119796632,0.6815205644904965,0.5974570883661793,0.6309599491417673,0.624443154012808,0.031034580848461685,6
76.65137596130371,16.499559494455504,0.06977777481079102,0.006641557806067735,relu,0.001,"(100,)",constant,0.001,False,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': False, 'scaler__with_std': True}",0.5976609673933769,0.600127105179536,0.6834276269785773,0.596821360457724,0.6301970756516211,0.6216468271321671,0.033300743761477666,35
91.50177459716797,13.706948189144068,0.09679613113403321,0.02146366710501164,relu,0.001,"(100,)",constant,0.001,False,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': False, 'scaler__with_std': False}",0.5974702853874023,0.600127105179536,0.6745915707838027,0.6037507946598856,0.6290527654164018,0.6209985042854058,0.029064630641186542,56
27.04710464477539,5.6758431176904915,0.04719953536987305,0.013532905823297489,relu,0.001,"(100,)",constant,0.01,True,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': True, 'scaler__with_std': True}",0.5723002605987415,0.6036860502065459,0.6644205708473714,0.5935791481246027,0.6225047679593134,0.6112981595473149,0.031113734431113912,300
18.998988485336305,5.548106761881821,0.03240642547607422,0.0028611510113029674,relu,0.001,"(100,)",constant,0.01,True,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': True, 'scaler__with_std': False}",0.5635288883239051,0.5876072449952335,0.6871146144555337,0.5869675778766688,0.6274634456452638,0.610536354259321,0.04345501002866326,307
26.91704683303833,4.191302176290352,0.045928430557250974,0.010818596371116259,relu,0.001,"(100,)",constant,0.01,False,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': False, 'scaler__with_std': True}",0.5890802771245154,0.5914839529710836,0.6897845019388469,0.5942784488239033,0.6150031786395422,0.6159260718995784,0.03805956615486026,230
